l_orderkey          revenue             o_orderdate         o_shippriority      
2584516             159210.202800       1995-01-13          0                   
606277              159178.244200       1995-03-09          0                   
3448775             159149.342000       1995-01-30          0                   
4432900             159070.161600       1995-02-04          0                   
5872226             159056.335800       1994-12-09          0                   
5639334             159022.983700       1995-03-09          0                   
354055              158956.184600       1995-02-22          0                   
5037221             158923.458500       1995-02-09          0                   
4646720             158919.286400       1995-03-05          0                   
5982278             158877.061200       1995-02-02          0                   
601313              158875.882800       1995-02-10          0                   
355232              158780.539100       1995-03-03          0                   
4093030             158771.245400       1995-02-07          0                   
1415872             158683.468400       1995-03-10          0                   
2752224             158643.921900       1995-03-12          0                   
374241              158625.640200       1995-01-16          0                   
1600135             158612.407200       1994-12-23          0                   
4705350             158541.267800       1995-02-04          0                   
4343362             158390.342700       1995-02-11          0                   
3245702             158261.082000       1995-01-31          0                   
1947206             158233.894600       1994-12-26          0                   
1807557             158229.313100       1995-03-08          0                   
3735527             158216.083200       1994-12-22          0                   
3494916             158208.974900       1995-01-15          0                   
2153888             158191.471500       1995-01-14          0                   
3103874             158185.038800       1994-12-23          0                   
1383712             158178.499000       1994-12-07          0                   
1708678             158176.357700       1994-12-25          0                   
4422436             158152.694300       1995-03-07          0                   
3976388             158116.344600       1995-02-27          0                   
434117              158114.843200       1995-01-18          0                   
4667911             158082.999000       1995-02-11          0                   
4499618             158033.138500       1995-03-12          0                   
3721699             158029.198800       1995-03-09          0                   
1941349             158015.464800       1995-03-12          0                   
4883556             158012.375600       1995-02-01          0                   
3709283             157946.698800       1995-02-19          0                   
26723               157916.493600       1995-03-04          0                   
3565953             157836.582400       1995-02-08          0                   
3890246             157826.648600       1995-03-02          0                   
2634112             157799.682800       1995-03-06          0                   
1037825             157795.715100       1994-12-27          0                   
983972              157672.666200       1994-12-27          0                   
1039523             157581.724800       1995-03-01          0                   
949796              157518.133200       1995-02-20          0                   
2223297             157493.878800       1995-01-25          0                   
4432704             157442.359000       1995-03-12          0                   
1241666             157430.650500       1995-02-24          0                   
377923              157395.671300       1995-02-21          0                   
654880              157354.582600       1995-03-13          0                   
4214309             157350.330800       1995-03-02          0                   
5307268             157312.844000       1995-01-30          0                   
772707              157279.403400       1995-02-20          0                   
1679010             157202.491700       1995-01-24          0                   
4881351             157177.499700       1995-02-02          0                   
2318050             157171.860000       1995-03-07          0                   
4251335             157143.602800       1995-03-05          0                   
5924069             157126.665000       1995-03-03          0                   
1311717             157100.820500       1995-02-26          0                   
1030214             157053.383300       1995-01-19          0                   
931203              157045.936600       1995-01-04          0                   
2512231             156975.948600       1995-01-07          0                   
5625990             156929.846200       1995-02-28          0                   
3039872             156862.490400       1995-01-23          0                   
2061185             156839.524900       1994-12-21          0                   
46307               156799.232000       1995-02-07          0                   
980258              156739.927100       1995-01-07          0                   
453696              156715.585800       1995-01-16          0                   
2461315             156709.602800       1994-12-18          0                   
2232198             156688.970500       1995-02-24          0                   
2804483             156656.386800       1995-02-08          0                   
2453186             156629.279000       1995-02-02          0                   
5752545             156613.834600       1995-03-02          0                   
1822912             156577.904800       1995-01-08          0                   
465280              156556.810200       1995-03-08          0                   
702212              156540.805600       1995-01-02          0                   
4101732             156397.767500       1995-02-24          0                   
3902886             156380.237600       1995-03-04          0                   
5677350             156377.349400       1995-03-04          0                   
2761990             156352.623900       1995-03-07          0                   
4062496             156290.698400       1994-12-24          0                   
1076101             156195.314400       1995-01-14          0                   
3744357             156156.618500       1995-01-01          0                   
5700711             156097.986800       1995-01-07          0                   
3220614             156059.727400       1994-12-30          0                   
2708193             156045.275900       1995-03-10          0                   
1469863             156024.393100       1995-03-06          0                   
2896898             156012.169900       1995-01-22          0                   
3652677             155907.206800       1995-02-12          0                   
3790689             155876.601900       1995-02-20          0                   
1057767             155851.810400       1995-03-04          0                   
2488163             155799.967200       1995-02-20          0                   
781669              155785.939600       1994-12-15          0                   
1342213             155769.351200       1995-01-23          0                   
4699685             155765.833400       1995-03-14          0                   
1884644             155735.655600       1995-02-11          0                   
3255878             155722.448300       1995-01-06          0                   
655009              155721.554400       1994-12-07          0                   
5930019             155717.053700       1995-02-10          0                   
2410630             155657.939000       1994-12-02          0                   
301378              155638.925500       1994-12-30          0                   
3507718             155584.863300       1995-03-14          0                   
3723559             155583.998500       1995-03-10          0                   
1334337             155552.114800       1995-02-07          0                   
2155554             155505.634400       1995-02-22          0                   
4096739             155498.775400       1995-03-01          0                   
507520              155470.054400       1995-01-22          0                   
1420480             155410.012600       1995-02-21          0                   
4319331             155402.644200       1995-02-15          0                   
4498211             155381.992600       1995-02-09          0                   
2423428             155373.651400       1995-02-28          0                   
5844262             155319.526200       1995-01-19          0                   
231462              155312.269600       1995-02-23          0                   
1641315             155300.840000       1995-02-24          0                   
3710177             155286.099400       1995-01-09          0                   
5926212             155285.725000       1995-03-12          0                   
1247745             155249.880000       1995-02-01          0                   
4957957             155177.306400       1995-02-11          0                   
3022948             155146.372600       1994-12-21          0                   
5028388             155103.990200       1995-03-05          0                   
2499394             155071.571500       1995-01-08          0                   
661600              155043.835200       1995-03-14          0                   
3713858             155032.217900       1995-03-03          0                   
4780679             155030.455300       1995-02-24          0                   
383744              154998.622900       1995-02-02          0                   
1047585             154991.429600       1994-12-25          0                   
456385              154951.755800       1994-12-30          0                   
5449862             154907.652600       1995-03-04          0                   
1158599             154881.098200       1995-01-28          0                   
4737059             154878.052500       1994-12-23          0                   
823239              154868.614400       1994-12-26          0                   
3078757             154809.300100       1995-02-26          0                   
469380              154785.218800       1995-01-24          0                   
61411               154768.024300       1995-02-08          0                   
3936192             154727.657600       1995-02-13          0                   
5656322             154723.055000       1995-01-16          0                   
2868032             154715.374000       1995-03-12          0                   
3865350             154708.690800       1995-02-02          0                   
4995331             154659.910600       1995-01-28          0                   
1223746             154603.561400       1995-01-07          0                   
4076098             154600.554400       1995-02-18          0                   
3103425             154591.493300       1995-02-11          0                   
4244420             154540.508200       1995-01-27          0                   
5419333             154536.301200       1995-01-13          0                   
867303              154530.438000       1995-02-06          0                   
488928              154506.473900       1995-02-15          0                   
4749446             154463.166800       1995-01-23          0                   
2081062             154449.936200       1995-01-22          0                   
602818              154408.474900       1995-01-08          0                   
3733187             154399.631400       1995-03-13          0                   
1273441             154336.863400       1995-02-18          0                   
1599365             154318.348500       1995-03-01          0                   
5095975             154315.123200       1995-03-12          0                   
562663              154291.284300       1995-03-07          0                   
1243078             154252.985000       1995-02-25          0                   
589955              154230.444300       1995-01-25          0                   
1607332             154226.284400       1995-02-02          0                   
2565059             154192.633400       1995-01-05          0                   
5968133             154188.000500       1995-02-09          0                   
2224773             154177.468500       1995-02-12          0                   
4958819             154136.719900       1995-01-18          0                   
2992000             154052.386900       1995-03-12          0                   
2473190             154041.643400       1995-01-17          0                   
2197317             154033.587900       1995-02-15          0                   
3811524             154001.815400       1995-02-25          0                   
3102055             153953.184200       1995-01-25          0                   
5682499             153950.111500       1995-03-08          0                   
1186176             153938.989800       1995-01-31          0                   
2772128             153869.979200       1994-12-21          0                   
822051              153800.258000       1995-02-06          0                   
2321121             153793.117100       1995-03-09          0                   
4259047             153771.152000       1995-01-17          0                   
2773985             153734.750200       1995-02-28          0                   
3814                153733.960300       1995-02-22          0                   
3763233             153726.006000       1995-02-22          0                   
2538817             153521.763600       1995-03-12          0                   
2263168             153501.157200       1995-01-17          0                   
2623522             153472.504900       1994-12-18          0                   
5468675             153410.238800       1995-02-12          0                   
3344929             153386.206800       1995-01-10          0                   
1284834             153369.978200       1995-03-10          0                   
5923680             153352.279800       1995-02-07          0                   
2379364             153347.057700       1995-03-05          0                   
3724903             153343.190000       1995-01-16          0                   
314723              153310.651200       1995-01-25          0                   
117381              153301.206900       1995-01-21          0                   
984583              153241.741200       1995-01-10          0                   
4031846             153220.804500       1995-02-20          0                   
2892580             153191.841200       1995-02-22          0                   
1628770             153186.959600       1995-03-02          0                   
5134242             153143.185300       1994-12-07          0                   
4881254             153141.898700       1995-03-05          0                   
2330336             153110.509700       1995-03-14          0                   
3086944             153085.588000       1995-01-31          0                   
4890436             153063.627700       1995-02-11          0                   
2453607             153045.314400       1995-01-14          0                   
4565734             153030.283900       1995-01-28          0                   
3551747             153019.859000       1995-01-29          0                   
5365383             152993.194600       1995-03-02          0                   
5661826             152963.872500       1995-02-19          0                   
458820              152950.555200       1995-02-12          0                   
3349764             152939.165900       1995-02-04          0                   
1125254             152921.781000       1995-02-02          0                   
4919173             152887.821300       1995-02-24          0                   
792839              152816.636200       1995-01-18          0                   
4030113             152806.143000       1995-02-09          0                   
1785348             152713.705800       1995-01-27          0                   
2647521             152687.199000       1995-01-14          0                   
400100              152672.632400       1995-01-24          0                   
5597568             152664.659400       1995-02-09          0                   
3139492             152651.428200       1995-02-17          0                   
2936545             152630.102000       1995-02-01          0                   
1817605             152604.182800       1995-01-25          0                   
5155334             152539.078800       1994-12-21          0                   
2554849             152521.386500       1995-02-07          0                   
2059813             152452.753600       1995-01-06          0                   
2062151             152437.886400       1995-01-19          0                   
2050151             152418.787000       1995-01-11          0                   
5949728             152406.638800       1995-03-11          0                   
3807202             152402.018600       1995-01-13          0                   
1215008             152372.808000       1995-01-05          0                   
2460676             152349.514200       1995-02-24          0                   
5793027             152330.469600       1995-03-01          0                   
5770022             152323.781000       1995-02-28          0                   
1608196             152321.059200       1994-12-24          0                   
1755074             152300.341600       1995-02-22          0                   
5265670             152280.965500       1995-03-08          0                   
2825284             152262.993200       1995-01-21          0                   
5458278             152199.341000       1995-02-14          0                   
1041856             152152.081300       1995-03-02          0                   
1146663             152119.440400       1995-02-08          0                   
4674340             152101.452500       1995-01-16          0                   
1457856             152063.260000       1995-01-01          0                   
2476421             152036.670600       1995-01-30          0                   
3364646             151976.494500       1995-02-03          0                   
4963907             151957.589000       1995-03-07          0                   
3596897             151892.801400       1995-02-04          0                   
170340              151885.214400       1995-02-18          0                   
2601158             151831.855800       1995-01-14          0                   
1653474             151825.847600       1995-03-03          0                   
3538853             151812.275000       1995-02-14          0                   
4856583             151745.458800       1995-02-21          0                   
2160965             151734.320900       1995-02-25          0                   
5093570             151732.217700       1995-02-03          0                   
4044743             151722.643000       1995-01-26          0                   
3812036             151713.387800       1995-02-26          0                   
3078945             151643.228300       1995-01-09          0                   
2627077             151627.509500       1995-03-09          0                   
1606209             151611.603200       1995-03-08          0                   
2355328             151611.019900       1995-01-22          0                   
1140611             151605.882100       1995-02-18          0                   
4462150             151592.666000       1995-01-26          0                   
4627459             151542.160400       1995-03-10          0                   
4008231             151539.832000       1995-02-09          0                   
1670624             151532.796000       1995-03-13          0                   
5217254             151525.978100       1994-12-29          0                   
5883782             151488.058500       1995-02-28          0                   
4320738             151445.394600       1995-03-01          0                   
2767264             151436.112000       1995-03-03          0                   
1273698             151379.696600       1995-02-02          0                   
1684066             151346.944500       1995-01-06          0                   
1700128             151299.894800       1995-03-04          0                   
5958052             151293.555100       1995-01-30          0                   
810851              151275.525200       1995-03-06          0                   
5507715             151271.585000       1995-01-30          0                   
5434241             151266.479500       1995-02-05          0                   
742688              151171.902200       1995-03-09          0                   
3972775             151171.462700       1995-02-16          0                   
1305606             151121.197500       1995-01-28          0                   
3727270             151117.591000       1995-02-20          0                   
4513189             151070.325600       1995-02-20          0                   
5111075             151065.043000       1995-02-11          0                   
5939301             151035.530600       1994-12-19          0                   
4254081             150951.109400       1995-03-10          0                   
350214              150905.539800       1995-02-04          0                   
4529441             150895.388400       1995-01-03          0                   
4242820             150882.037000       1995-03-05          0                   
254118              150871.623400       1995-02-22          0                   
3874467             150805.541400       1995-02-06          0                   
5317731             150743.719000       1995-01-09          0                   
4015814             150712.520200       1995-02-12          0                   
3054055             150691.770900       1995-01-28          0                   
2439233             150682.312400       1995-01-31          0                   
4089218             150631.024000       1995-02-21          0                   
3622693             150621.520600       1995-02-14          0                   
5215491             150607.520800       1995-01-23          0                   
5671428             150602.995000       1995-01-18          0                   
2771525             150594.016800       1995-02-24          0                   
4174945             150591.072600       1995-02-03          0                   
4760007             150580.794700       1994-12-11          0                   
353574              150546.837500       1995-03-03          0                   
3371138             150531.696000       1995-01-31          0                   
5140007             150495.407700       1995-01-08          0                   
175494              150458.760200       1995-03-05          0                   
4455170             150444.892300       1995-02-04          0                   
2140419             150438.104200       1995-02-18          0                   
1740544             150434.011400       1995-01-06          0                   
2323712             150366.384600       1995-01-02          0                   
2218976             150359.595900       1995-01-29          0                   
5982598             150311.858200       1995-02-07          0                   
5851523             150296.638100       1995-01-19          0                   
1816101             150204.917500       1995-01-19          0                   
4917346             150188.700800       1995-01-19          0                   
2871589             150170.609800       1995-02-12          0                   
872609              150144.857600       1995-02-17          0                   
559488              150134.609400       1995-01-01          0                   
114343              150097.355000       1995-02-09          0                   
2508196             150021.439400       1995-02-10          0                   
5329221             150014.720000       1995-02-04          0                   
1373985             149989.355400       1995-01-26          0                   
3122948             149946.160600       1995-01-22          0                   
2950309             149911.778700       1995-01-31          0                   
2168674             149905.904200       1995-03-14          0                   
3925218             149891.857200       1995-01-14          0                   
3525764             149861.956400       1995-02-14          0                   
5512932             149830.789300       1994-12-21          0                   
675393              149815.474200       1995-02-23          0                   
5572293             149809.974300       1995-02-13          0                   
2840998             149791.458600       1995-01-22          0                   
726183              149788.950300       1995-03-14          0                   
4347172             149681.292800       1995-02-02          0                   
4424480             149573.996000       1995-02-21          0                   
5891141             149528.707800       1995-02-05          0                   
4359621             149523.155600       1995-03-13          0                   
2124293             149485.556000       1995-01-02          0                   
5359878             149481.118800       1995-02-17          0                   
5788519             149398.612500       1995-02-21          0                   
2944548             149396.263200       1995-02-01          0                   
188579              149359.534000       1995-02-09          0                   
4425893             149350.417200       1995-02-13          0                   
1217794             149302.394000       1995-02-27          0                   
1179207             149265.959700       1995-03-11          0                   
3845479             149200.026400       1995-02-25          0                   
1594784             149194.003000       1994-12-25          0                   
2934276             149182.563400       1995-02-04          0                   
3125057             149174.855300       1995-02-12          0                   
1059878             149165.404900       1995-02-11          0                   
2488482             149163.023200       1995-01-26          0                   
351906              149158.618800       1995-02-10          0                   
3212385             149136.110600       1995-02-09          0                   
64005               149101.362300       1995-03-08          0                   
3963750             149089.587200       1995-01-09          0                   
3074979             149083.248400       1995-01-28          0                   
3013029             149037.093200       1995-02-01          0                   
2568167             149020.272000       1995-03-13          0                   
135268              149012.737700       1995-02-10          0                   
3375652             148981.115600       1995-01-31          0                   
1205472             148942.470700       1995-01-26          0                   
524454              148906.645600       1995-03-13          0                   
1486855             148904.478500       1994-12-26          0                   
2793766             148890.265200       1995-03-14          0                   
1114560             148881.589200       1994-12-13          0                   
2220832             148862.661600       1995-02-10          0                   
3449253             148862.340600       1995-02-06          0                   
4921158             148821.710500       1995-02-04          0                   
5286848             148795.160700       1995-01-30          0                   
4852065             148715.248600       1995-01-23          0                   
3357088             148712.027300       1995-02-13          0                   
1112931             148665.726900       1995-02-12          0                   
5676322             148599.240000       1995-02-26          0                   
1548418             148577.712600       1995-02-12          0                   
3613667             148531.335800       1995-03-14          0                   
1115041             148465.541100       1995-02-24          0                   
4701189             148454.049000       1995-02-24          0                   
5957767             148437.426000       1995-03-11          0                   
1907335             148416.683600       1995-02-14          0                   
2316998             148407.047900       1995-01-04          0                   
5615136             148406.695200       1995-01-26          0                   
5540162             148355.149900       1995-03-11          0                   
3648992             148283.129200       1995-01-13          0                   
2372935             148238.325400       1995-02-22          0                   
3124548             148228.860600       1995-01-17          0                   
1838881             148163.047800       1995-03-11          0                   
59047               148161.788700       1995-01-29          0                   
136358              148128.047600       1994-12-31          0                   
4300965             148115.828000       1995-02-02          0                   
4766115             148086.854800       1995-03-12          0                   
1507652             148082.512500       1994-12-23          0                   
3073188             148058.643200       1995-03-02          0                   
669120              147997.326400       1995-01-23          0                   
4259044             147995.927900       1995-03-04          0                   
182370              147969.952000       1994-12-05          0                   
4460930             147960.385700       1995-01-04          0                   
2189283             147933.994800       1995-03-13          0                   
1508452             147930.415500       1995-03-14          0                   
709984              147893.023700       1995-01-24          0                   
2720295             147846.738800       1995-02-16          0                   
1538336             147725.466200       1995-02-04          0                   
4570944             147687.573800       1994-12-18          0                   
2424610             147686.224300       1995-03-07          0                   
5499589             147682.772000       1995-01-31          0                   
347681              147672.712600       1995-02-11          0                   
248388              147664.813200       1995-03-13          0                   
332711              147612.524100       1995-03-06          0                   
5755202             147552.185600       1995-02-13          0                   
5480257             147439.606400       1995-02-05          0                   
1172869             147423.526500       1995-02-19          0                   
4575745             147370.090400       1995-02-09          0                   
1846439             147343.564200       1995-03-01          0                   
4692450             147317.298900       1995-01-08          0                   
4612449             147303.247500       1994-12-20          0                   
2126213             147271.148200       1994-12-26          0                   
4561060             147263.965200       1995-02-25          0                   
4131425             147244.866400       1995-02-22          0                   
1859555             147208.981600       1995-02-19          0                   
3260807             147204.920800       1994-12-09          0                   
565730              147173.838900       1995-03-03          0                   
4330535             147124.675000       1995-02-24          0                   
1272100             147120.856900       1994-12-29          0                   
4649699             147117.493000       1995-02-11          0                   
2637316             147096.079000       1995-02-08          0                   
4228610             147062.837700       1995-01-22          0                   
4968838             147031.656200       1995-03-14          0                   
5881732             146995.575800       1994-12-22          0                   
875011              146949.977700       1995-02-22          0                   
229891              146927.026900       1995-02-16          0                   
5184934             146921.469900       1995-03-08          0                   
5785891             146881.917700       1995-01-10          0                   
5435141             146851.102500       1994-12-20          0                   
4289702             146816.476900       1995-03-02          0                   
5544864             146761.686400       1995-03-12          0                   
3098819             146752.914300       1994-12-19          0                   
663365              146719.785600       1995-01-31          0                   
5615203             146707.437700       1995-02-12          0                   
4984224             146678.510800       1995-03-13          0                   
421732              146664.813600       1994-12-14          0                   
1863072             146596.339000       1995-02-06          0                   
4638368             146531.753400       1995-01-20          0                   
4664483             146528.662000       1995-03-01          0                   
3382532             146527.368000       1995-02-13          0                   
322439              146526.051000       1995-01-04          0                   
5114567             146451.106000       1995-02-03          0                   
4087681             146405.375400       1995-01-17          0                   
5439523             146333.917100       1995-02-16          0                   
5761125             146330.647200       1995-03-10          0                   
11719               146310.534700       1995-02-06          0                   
4550850             146298.914600       1995-02-11          0                   
4275142             146233.141300       1995-03-05          0                   
4180581             146158.594400       1995-02-06          0                   
5077123             146066.458000       1995-03-13          0                   
2134279             146063.107600       1995-01-16          0                   
1499747             146062.502100       1995-01-22          0                   
5912417             146060.061600       1995-01-27          0                   
3751810             146037.544600       1995-02-13          0                   
4452864             146028.598800       1995-03-11          0                   
5825025             146011.128500       1995-03-11          0                   
3973158             145993.523000       1995-01-21          0                   
4661218             145982.720000       1995-02-26          0                   
4512932             145978.758400       1995-02-17          0                   
1572806             145958.786500       1995-03-12          0                   
3225701             145946.781400       1995-02-24          0                   
5081058             145935.873700       1995-02-22          0                   
3247300             145913.520400       1994-12-23          0                   
3378915             145893.976400       1995-02-22          0                   
646086              145872.721900       1995-02-28          0                   
4390631             145867.337200       1995-01-07          0                   
5337763             145843.565600       1995-01-16          0                   
5925606             145837.649000       1995-02-01          0                   
5264262             145836.818200       1995-01-17          0                   
1559429             145831.596400       1995-02-05          0                   
4966657             145784.349200       1995-01-13          0                   
1866946             145714.728400       1995-02-06          0                   
2701348             145707.998100       1995-02-11          0                   
5779110             145705.387800       1995-01-09          0                   
2486053             145692.911600       1995-02-28          0                   
4094017             145644.378100       1995-02-18          0                   
1022370             145633.632100       1994-12-21          0                   
5819874             145625.861800       1995-03-05          0                   
4943075             145612.076400       1995-02-04          0                   
5285511             145554.199600       1995-01-24          0                   
2543910             145547.548200       1995-01-31          0                   
2699809             145522.586000       1995-03-14          0                   
2564896             145519.869300       1995-03-13          0                   
5546343             145445.534000       1995-02-21          0                   
1673632             145432.581000       1995-02-07          0                   
4629984             145395.170500       1995-03-10          0                   
3485221             145359.588200       1995-02-13          0                   
328674              145354.304200       1995-01-19          0                   
3535491             145300.507800       1995-02-13          0                   
769607              145242.831900       1995-03-01          0                   
300868              145238.649700       1995-02-16          0                   
1958855             145228.994900       1995-02-23          0                   
4212418             145208.447100       1995-02-23          0                   
2589280             145201.858700       1995-03-01          0                   
5276576             145189.403600       1995-02-07          0                   
2023201             145077.439100       1995-02-11          0                   
2355521             145012.860000       1995-02-08          0                   
396611              145004.554000       1995-02-13          0                   
3297379             144972.019800       1994-12-27          0                   
1139909             144957.831200       1995-01-11          0                   
2333316             144927.846000       1995-02-11          0                   
2862086             144890.957000       1995-03-09          0                   
2053                144855.194800       1995-02-07          0                   
2802433             144853.787600       1995-02-17          0                   
5674790             144741.830800       1995-01-14          0                   
2161762             144717.368400       1994-12-31          0                   
3446560             144701.693500       1995-01-31          0                   
3477476             144684.189000       1995-02-21          0                   
1712453             144645.459600       1995-03-03          0                   
5788902             144605.038600       1995-03-04          0                   
2581728             144602.637000       1995-01-08          0                   
516614              144589.061100       1995-02-27          0                   
3898851             144579.331200       1995-02-27          0                   
3983809             144515.001800       1995-01-26          0                   
3996930             144487.630000       1995-01-12          0                   
2205094             144477.182500       1995-02-11          0                   
4622180             144474.286500       1995-02-08          0                   
659620              144395.188200       1994-12-21          0                   
5389606             144363.201800       1995-02-17          0                   
5234502             144358.765000       1995-02-03          0                   
4633958             144348.767400       1995-02-04          0                   
909666              144337.297400       1995-02-07          0                   
1326465             144310.460000       1995-02-02          0                   
1150949             144277.019600       1995-01-21          0                   
2181636             144265.905600       1995-03-14          0                   
1566626             144256.770300       1995-02-18          0                   
5445222             144251.788600       1994-12-06          0                   
3190464             144233.230500       1994-12-20          0                   
3081988             144216.540700       1995-02-19          0                   
1415489             144208.071900       1995-01-17          0                   
3092387             144028.048400       1995-01-28          0                   
1088322             143986.614000       1995-01-16          0                   
4328608             143901.104000       1995-01-22          0                   
2137157             143894.393400       1995-01-13          0                   
63815               143866.782100       1995-02-07          0                   
2653665             143864.021400       1995-01-05          0                   
5624323             143752.435800       1995-01-27          0                   
1200679             143748.147200       1995-01-23          0                   
3757729             143730.408600       1995-01-22          0                   
4641729             143715.989600       1994-12-25          0                   
2229126             143672.184800       1995-01-15          0                   
3782759             143668.932400       1995-03-08          0                   
4227207             143667.073500       1995-01-04          0                   
3952901             143473.420200       1995-01-22          0                   
1531170             143438.348100       1995-01-24          0                   
954240              143426.694400       1994-12-24          0                   
1859618             143425.247700       1995-01-31          0                   
4723429             143415.911200       1995-02-09          0                   
2790755             143370.724800       1994-12-22          0                   
1901671             143354.014800       1995-02-11          0                   
5316324             143307.016700       1995-02-12          0                   
213888              143301.496600       1995-01-26          0                   
2779431             143294.493000       1995-03-11          0                   
2317600             143281.300800       1995-01-30          0                   
4001223             143265.902400       1995-01-20          0                   
2214146             143261.258000       1995-02-10          0                   
5533536             143259.402500       1995-02-16          0                   
179780              143235.547300       1995-02-22          0                   
1739685             143171.674000       1995-03-05          0                   
2379331             143149.154600       1995-01-31          0                   
4946467             143109.691800       1995-01-23          0                   
3591845             143074.576600       1995-03-10          0                   
2866789             143021.789600       1994-12-16          0                   
798336              143021.556600       1995-02-26          0                   
559297              143009.406800       1995-02-13          0                   
4794663             142954.974000       1995-02-19          0                   
