c_name              c_custkey           o_orderkey          o_orderdate         o_totalprice        sum                 
Customer#000105278  105278              31826535            1994-10-13          423025.650000       304.000000          
Customer#000486586  486586              28092902            1997-03-23          422960.250000       306.000000          
Customer#000665428  665428              40021697            1996-05-06          422768.560000       303.000000          
Customer#000936604  936604              4290656             1997-02-05          422666.560000       301.000000          
Customer#000100960  100960              23861472            1997-10-30          422391.720000       314.000000          
Customer#000708487  708487              10858721            1998-06-03          422222.780000       306.000000          
Customer#000995500  995500              28506404            1997-09-09          422014.940000       303.000000          
Customer#001037074  1037074             28346247            1992-11-01          421907.560000       310.000000          
Customer#000260638  260638              40705506            1992-11-21          421752.860000       304.000000          
Customer#000792431  792431              43416326            1996-06-18          421525.810000       308.000000          
Customer#000004595  4595                47969124            1992-07-11          421345.950000       306.000000          
Customer#001120360  1120360             18923648            1997-08-31          420859.580000       305.000000          
Customer#000957053  957053              34509573            1995-10-15          419381.180000       318.000000          
Customer#000959905  959905              1544643             1997-09-20          419097.020000       320.000000          
Customer#000948151  948151              9782273             1994-12-05          418939.460000       302.000000          
Customer#001013168  1013168             7456839             1994-07-14          418683.200000       311.000000          
Customer#000559489  559489              27034435            1993-09-02          418211.460000       308.000000          
Customer#000620857  620857              39154146            1992-12-03          417717.890000       305.000000          
Customer#000627292  627292              38926278            1997-04-25          417117.950000       301.000000          
Customer#000084895  84895               44257860            1992-12-05          416536.190000       313.000000          
Customer#000416248  416248              20386147            1996-12-18          416534.590000       308.000000          
Customer#000142520  142520              31165796            1993-07-09          416039.830000       302.000000          
Customer#000124951  124951              3767271             1996-08-07          415915.210000       318.000000          
Customer#001099561  1099561             5489475             1997-05-23          415860.060000       311.000000          
Customer#000608569  608569              23671233            1996-10-03          415354.630000       303.000000          
Customer#000965176  965176              30008928            1993-10-17          415303.570000       303.000000          
Customer#001080412  1080412             43245189            1994-11-29          414820.330000       320.000000          
Customer#000629365  629365              6203745             1997-07-22          414710.910000       302.000000          
Customer#000229816  229816              37531878            1997-03-20          414668.620000       315.000000          
Customer#000751157  751157              13432994            1995-10-25          413780.090000       305.000000          
Customer#000696049  696049              17812705            1992-03-20          413737.820000       301.000000          
Customer#000201238  201238              42681408            1996-05-16          413251.670000       304.000000          
Customer#000700505  700505              16801991            1992-02-10          413178.610000       304.000000          
Customer#001117586  1117586             12285222            1997-09-28          413030.970000       304.000000          
Customer#000027790  27790               19851237            1994-08-07          412984.090000       306.000000          
Customer#000928348  928348              8754087             1996-01-21          412754.260000       306.000000          
Customer#001172860  1172860             3342468             1994-06-12          412730.320000       303.000000          
Customer#000664669  664669              32766721            1995-01-27          412470.350000       306.000000          
Customer#000022246  22246               32161635            1992-08-06          412303.020000       309.000000          
Customer#000590195  590195              26458949            1997-08-13          411265.980000       301.000000          
Customer#000104569  104569              1481925             1998-03-15          411200.430000       301.000000          
Customer#001134581  1134581             2806245             1996-12-29          410912.540000       310.000000          
Customer#000141328  141328              9128386             1992-12-07          410851.110000       301.000000          
Customer#000930727  930727              11141606            1997-09-28          410685.480000       325.000000          
Customer#000451234  451234              37591043            1993-03-27          410671.230000       302.000000          
Customer#000637214  637214              46757697            1995-12-24          410263.550000       302.000000          
Customer#001156235  1156235             8073922             1992-02-26          409871.860000       301.000000          
Customer#000951937  951937              27729440            1994-12-21          409250.630000       302.000000          
Customer#000693490  693490              19730208            1994-01-24          408493.020000       305.000000          
Customer#000974704  974704              34472643            1996-05-13          408453.280000       313.000000          
Customer#000253828  253828              44178691            1998-01-24          407715.660000       316.000000          
Customer#000272593  272593              9615783             1994-03-08          407237.990000       302.000000          
Customer#000002647  2647                6210853             1997-08-08          406918.910000       303.000000          
Customer#000245989  245989              12251526            1993-12-24          406626.360000       305.000000          
Customer#001198732  1198732             5156581             1994-05-30          405343.190000       302.000000          
Customer#000461311  461311              28447970            1992-06-27          405272.040000       301.000000          
Customer#000058670  58670               37874913            1996-08-18          404901.520000       305.000000          
Customer#000687898  687898              7379172             1993-01-21          404049.400000       301.000000          
Customer#000856294  856294              37128899            1994-08-12          403433.700000       309.000000          
Customer#000815912  815912              37683008            1996-09-06          403121.240000       305.000000          
Customer#000131356  131356              15157120            1994-05-13          402487.850000       304.000000          
Customer#000478100  478100              31041542            1994-07-13          402436.800000       302.000000          
Customer#000766756  766756              28911364            1995-01-17          401990.690000       301.000000          
Customer#000852778  852778              36828227            1996-10-18          400906.070000       310.000000          
Customer#000051560  51560               37023521            1994-07-20          400505.190000       306.000000          
Customer#000999568  999568              21296295            1996-04-10          400440.060000       301.000000          
Customer#000583828  583828              38656259            1995-03-28          399707.570000       306.000000          
Customer#000652648  652648              4739650             1995-11-04          398019.190000       305.000000          
Customer#000424217  424217              2662214             1993-08-13          397556.850000       302.000000          
Customer#001059110  1059110             15036034            1994-07-05          397408.650000       304.000000          
Customer#001058138  1058138             16215716            1993-04-12          395582.840000       302.000000          
Customer#000559232  559232              1742403             1996-10-19          394415.120000       305.000000          
Customer#000710998  710998              983201              1993-12-30          394363.620000       304.000000          
Customer#000352870  352870              40376484            1993-08-05          392592.290000       307.000000          
Customer#000916906  916906              20662370            1992-07-22          392464.890000       315.000000          
Customer#000846940  846940              30218567            1992-04-09          392379.040000       303.000000          
Customer#000164996  164996              15738658            1995-03-25          391319.660000       307.000000          
Customer#000296612  296612              16089345            1996-07-09          391129.320000       305.000000          
Customer#000325450  325450              47953029            1995-01-14          390882.390000       303.000000          
Customer#000239330  239330              38643041            1994-07-21          390747.420000       304.000000          
Customer#000693283  693283              9827201             1995-02-08          390027.580000       304.000000          
Customer#000256892  256892              27658564            1994-03-19          387096.530000       303.000000          
Customer#000691499  691499              45968358            1996-08-27          387045.800000       307.000000          
Customer#000943342  943342              2869152             1996-06-20          386833.760000       317.000000          
Customer#000538397  538397              39353991            1996-09-25          386089.600000       303.000000          
Customer#000221759  221759              31677313            1997-03-20          385211.660000       305.000000          
Customer#000160274  160274              31536773            1996-06-20          384802.500000       301.000000          
Customer#001058573  1058573             39837541            1995-08-11          381467.230000       305.000000          
Customer#000546881  546881              39710883            1996-03-18          378875.510000       304.000000          
Customer#000129026  129026              19232581            1996-09-26          374997.740000       305.000000          
Customer#000800261  800261              19427463            1994-07-03          365103.570000       301.000000          
Customer#000400051  400051              2366755             1996-12-09          364593.190000       302.000000          
Customer#000135029  135029              33274246            1997-10-24          356621.690000       304.000000          
Customer#000830020  830020              26584295            1992-03-09          350393.860000       306.000000          
